doc_id,item,category,amount,price,discount
DEACBCB2534024,Отвертка,Бытовые товары,5,150,15.0
DEACBCB2534024,Шпатель,Строительные товары,9,150,15.0
DEACBCB2534024,Рубанок,Строительные товары,7,350,35.0
ADDCDBA4476975,Изолента,Бытовые товары,9,45,4.5
ADDCDBA4476975,Клей,Бытовая химия,7,50,5.0
EBACCBA1912807,Рубанок,Строительные товары,8,350,35.0
EBACCBA1912807,Клей,Бытовая химия,6,50,5.0
EBACCBA1912807,Клей,Бытовая химия,6,50,5.0
EBACCBA1912807,Скотч,Бытовые товары,4,75,3.75
EBACCBA1912807,Рубанок,Строительные товары,1,350,0.0
EBACCBA1912807,Шпатель,Строительные товары,8,150,15.0
EBACCBA1912807,Пена,Бытовая химия,5,225,22.5
CEDDDAE7171276,Отвертка,Бытовые товары,2,150,0.0
CEDDDAE7171276,Изолента,Бытовые товары,6,45,4.5
CEDDDAE7171276,Пена,Бытовая химия,5,225,22.5
CEDDDAE7171276,Скотч,Бытовые товары,1,75,0.0
CEDDDAE7171276,Шпатель,Строительные товары,3,150,7.5
CEDDDAE7171276,Рубанок,Строительные товары,1,350,0.0
CEDDDAE7171276,Изолента,Бытовые товары,9,45,4.5
CEDDDAE7171276,Шпатель,Строительные товары,5,150,15.0
BBDECEC9972601,Изолента,Бытовые товары,1,45,0.0
BBDECEC9972601,Шпатель,Строительные товары,4,150,7.5
BBDECEC9972601,Пена,Бытовая химия,4,225,11.25
BBDECEC9972601,Молоток,Строительные товары,2,250,0.0
BBDECEC9972601,Изолента,Бытовые товары,6,45,4.5
BBDECEC9972601,Рубанок,Строительные товары,8,350,35.0
BBDECEC9972601,Отвертка,Бытовые товары,1,150,0.0
BBDECEC9972601,Шпатель,Строительные товары,9,150,15.0
BDCBEAE7633237,Отвертка,Бытовые товары,5,150,15.0
BDCBEAE7633237,Пена,Бытовая химия,4,225,11.25
DCECACD7695839,Шпатель,Строительные товары,5,150,15.0
DCECACD7695839,Шпатель,Строительные товары,8,150,15.0
DCECACD7695839,Отвертка,Бытовые товары,8,150,15.0
CECEDCC9360144,Изолента,Бытовые товары,4,45,2.25
CECEDCC9360144,Молоток,Строительные товары,3,250,12.5
CECEDCC9360144,Шпатель,Строительные товары,6,150,15.0
CECEDCC9360144,Молоток,Строительные товары,8,250,25.0
CECEDCC9360144,Пена,Бытовая химия,5,225,22.5
CECEDCC9360144,Скотч,Бытовые товары,4,75,3.75
CECEDCC9360144,Рубанок,Строительные товары,2,350,0.0
CDDDDBA6158070,Скотч,Бытовые товары,1,75,0.0
CDDDDBA6158070,Скотч,Бытовые товары,2,75,0.0
CDDDDBA6158070,Рубанок,Строительные товары,1,350,0.0
CDDDDBA6158070,Пена,Бытовая химия,5,225,22.5
CDDDDBA6158070,Скотч,Бытовые товары,4,75,3.75
CDDDDBA6158070,Скотч,Бытовые товары,4,75,3.75
DADDADC9510125,Пена,Бытовая химия,1,225,0.0
DADDADC9510125,Шпатель,Строительные товары,5,150,15.0
DADDADC9510125,Скотч,Бытовые товары,5,75,7.5
DADDADC9510125,Отвертка,Бытовые товары,4,150,7.5
DADDADC9510125,Пена,Бытовая химия,2,225,0.0
DADDADC9510125,Шпатель,Строительные товары,6,150,15.0
DADDADC9510125,Скотч,Бытовые товары,7,75,7.5
DADDADC9510125,Шпатель,Строительные товары,6,150,15.0
EADDBCA9744910,Изолента,Бытовые товары,1,45,0.0
EADDBCA9744910,Пена,Бытовая химия,2,225,0.0
