doc_id,item,category,amount,price,discount
CDADDDC0222940,Молоток,Строительные товары,3,250,12.5
CDADDDC0222940,Отвертка,Бытовые товары,3,150,7.5
CDADDDC0222940,Пена,Бытовая химия,7,225,22.5
CDADDDC0222940,Рубанок,Строительные товары,3,350,17.5
CDADDDC0222940,Изолента,Бытовые товары,3,45,2.25
CDADDDC0222940,Пена,Бытовая химия,7,225,22.5
CDADDDC0222940,Молоток,Строительные товары,6,250,25.0
CDADDDC0222940,Клей,Бытовая химия,5,50,5.0
CACEDCD6425098,Рубанок,Строительные товары,3,350,17.5
CACEDCD6425098,Рубанок,Строительные товары,6,350,35.0
CACEDCD6425098,Изолента,Бытовые товары,8,45,4.5
CACEDCD6425098,Отвертка,Бытовые товары,5,150,15.0
CACEDCD6425098,Изолента,Бытовые товары,2,45,0.0
CACEDCD6425098,Изолента,Бытовые товары,9,45,4.5
CACEDCD6425098,Изолента,Бытовые товары,5,45,4.5
EBCEECD0924013,Скотч,Бытовые товары,5,75,7.5
EBCEECD0924013,Скотч,Бытовые товары,8,75,7.5
EBCEECD0924013,Пена,Бытовая химия,9,225,22.5
EBCEECD0924013,Пена,Бытовая химия,9,225,22.5
EBCEECD0924013,Рубанок,Строительные товары,7,350,35.0
EBCEECD0924013,Отвертка,Бытовые товары,1,150,0.0
EBCEECD0924013,Шпатель,Строительные товары,4,150,7.5
EBCEECD0924013,Шпатель,Строительные товары,9,150,15.0
ECDDCEB5550819,Пена,Бытовая химия,2,225,0.0
ECDDCEB5550819,Пена,Бытовая химия,6,225,22.5
ECDDCEB5550819,Клей,Бытовая химия,3,50,2.5
ECDDCEB5550819,Клей,Бытовая химия,7,50,5.0
ECDDCEB5550819,Отвертка,Бытовые товары,8,150,15.0
EBCBADA7512377,Скотч,Бытовые товары,1,75,0.0
ECBAADE0374924,Рубанок,Строительные товары,3,350,17.5
ECBAADE0374924,Рубанок,Строительные товары,6,350,35.0
ECBAADE0374924,Изолента,Бытовые товары,1,45,0.0
ECBAADE0374924,Молоток,Строительные товары,6,250,25.0
ECBAADE0374924,Изолента,Бытовые товары,6,45,4.5
CEDDEDA7568151,Отвертка,Бытовые товары,8,150,15.0
CEDDEDA7568151,Молоток,Строительные товары,7,250,25.0
CEDDEDA7568151,Отвертка,Бытовые товары,3,150,7.5
CEDDCBE7829318,Рубанок,Строительные товары,8,350,35.0
CEDDCBE7829318,Изолента,Бытовые товары,2,45,0.0
CEDDCBE7829318,Изолента,Бытовые товары,7,45,4.5
CEDDCBE7829318,Рубанок,Строительные товары,6,350,35.0
