doc_id,item,category,amount,price,discount
ADDDDAE7063902,Клей,Бытовая химия,8,50,5.0
ADDDDAE7063902,Молоток,Строительные товары,2,250,0.0
ADDDDAE7063902,Изолента,Бытовые товары,7,45,4.5
ADDDDAE7063902,Пена,Бытовая химия,4,225,11.25
ADDDDAE7063902,Изолента,Бытовые товары,7,45,4.5
ADDDDAE7063902,Отвертка,Бытовые товары,3,150,7.5
DEDCDAB5147897,Изолента,Бытовые товары,8,45,4.5
DEDCDAB5147897,Клей,Бытовая химия,4,50,2.5
DEDCDAB5147897,Клей,Бытовая химия,3,50,2.5
DEDCDAB5147897,Клей,Бытовая химия,3,50,2.5
DEDCDAB5147897,Рубанок,Строительные товары,8,350,35.0
DEDCDAB5147897,Рубанок,Строительные товары,2,350,0.0
CDCEECC0769174,Шпатель,Строительные товары,2,150,0.0
CDCEECC0769174,Шпатель,Строительные товары,4,150,7.5
CDCEECC0769174,Клей,Бытовая химия,9,50,5.0
CDAAACE6419605,Шпатель,Строительные товары,3,150,7.5
DEDADEE7037880,Отвертка,Бытовые товары,7,150,15.0
DEDADEE7037880,Отвертка,Бытовые товары,4,150,7.5
BCECAEE3127948,Изолента,Бытовые товары,9,45,4.5
CDBBDAE7185371,Отвертка,Бытовые товары,8,150,15.0
ADBEAEE9020698,Изолента,Бытовые товары,4,45,2.25
ADBEAEE9020698,Отвертка,Бытовые товары,4,150,7.5
CACEEBA1032507,Клей,Бытовая химия,2,50,0.0
CCEAADD6710325,Молоток,Строительные товары,2,250,0.0
CCEAADD6710325,Скотч,Бытовые товары,5,75,7.5
CCEAADD6710325,Клей,Бытовая химия,2,50,0.0
CCEAADD6710325,Пена,Бытовая химия,9,225,22.5
CCEAADD6710325,Изолента,Бытовые товары,9,45,4.5
CCEAADD6710325,Отвертка,Бытовые товары,8,150,15.0
CCEAADD6710325,Скотч,Бытовые товары,9,75,7.5
CCEAADD6710325,Скотч,Бытовые товары,3,75,3.75
EECDABD5143661,Шпатель,Строительные товары,9,150,15.0
EECDABD5143661,Отвертка,Бытовые товары,8,150,15.0
EECDABD5143661,Молоток,Строительные товары,6,250,25.0
EECDABD5143661,Молоток,Строительные товары,1,250,0.0
DBEDBEE7289950,Изолента,Бытовые товары,4,45,2.25
DBEDBEE7289950,Молоток,Строительные товары,2,250,0.0
DBEDBEE7289950,Пена,Бытовая химия,1,225,0.0
DBEDBEE7289950,Изолента,Бытовые товары,6,45,4.5
DBEDBEE7289950,Шпатель,Строительные товары,2,150,0.0
DBEDBEE7289950,Шпатель,Строительные товары,6,150,15.0
DBEDBEE7289950,Скотч,Бытовые товары,6,75,7.5
CDDDCBC2201644,Шпатель,Строительные товары,1,150,0.0
CDDDCBC2201644,Пена,Бытовая химия,9,225,22.5
CDDDCBC2201644,Молоток,Строительные товары,5,250,25.0
EBBDEBB3966324,Молоток,Строительные товары,4,250,12.5
EBBDEBB3966324,Молоток,Строительные товары,3,250,12.5
EBBDEBB3966324,Пена,Бытовая химия,9,225,22.5
EBBDEBB3966324,Шпатель,Строительные товары,3,150,7.5
EBBDEBB3966324,Молоток,Строительные товары,7,250,25.0
BCBCBAD6080012,Изолента,Бытовые товары,7,45,4.5
BCBCBAD6080012,Скотч,Бытовые товары,1,75,0.0
BCBCBAD6080012,Клей,Бытовая химия,8,50,5.0
BCBCBAD6080012,Пена,Бытовая химия,9,225,22.5
BCBCBAD6080012,Пена,Бытовая химия,6,225,22.5
BCBCBAD6080012,Шпатель,Строительные товары,4,150,7.5
BCBCBAD6080012,Изолента,Бытовые товары,6,45,4.5
EBCABDD1727286,Пена,Бытовая химия,4,225,11.25
EBCABDD1727286,Изолента,Бытовые товары,6,45,4.5
EBCABDD1727286,Пена,Бытовая химия,6,225,22.5
EBCABDD1727286,Изолента,Бытовые товары,2,45,0.0
EBCABDD1727286,Молоток,Строительные товары,6,250,25.0
EBCABDD1727286,Скотч,Бытовые товары,1,75,0.0
EBCABDD1727286,Рубанок,Строительные товары,5,350,35.0
EBCABDD1727286,Рубанок,Строительные товары,5,350,35.0
BCEDCEC3227419,Шпатель,Строительные товары,8,150,15.0
BCEDCEC3227419,Шпатель,Строительные товары,7,150,15.0
BCEDCEC3227419,Пена,Бытовая химия,9,225,22.5
BCEDCEC3227419,Пена,Бытовая химия,7,225,22.5
EBABDED8086350,Изолента,Бытовые товары,1,45,0.0
EBABDED8086350,Клей,Бытовая химия,4,50,2.5
ECCBBEE9483196,Пена,Бытовая химия,4,225,11.25
