doc_id,item,category,amount,price,discount
BBCDEEB4477870,Отвертка,Бытовые товары,8,150,15.0
BBCDEEB4477870,Клей,Бытовая химия,2,50,0.0
BBCDEEB4477870,Пена,Бытовая химия,9,225,22.5
BBCDEEB4477870,Отвертка,Бытовые товары,7,150,15.0
BBCDEEB4477870,Скотч,Бытовые товары,1,75,0.0
BBCDEEB4477870,Молоток,Строительные товары,5,250,25.0
BBCDEEB4477870,Изолента,Бытовые товары,2,45,0.0
ABBEACB7401002,Клей,Бытовая химия,7,50,5.0
ABBEACB7401002,Скотч,Бытовые товары,6,75,7.5
ABBEACB7401002,Шпатель,Строительные товары,9,150,15.0
ABBEACB7401002,Изолента,Бытовые товары,7,45,4.5
ABBEACB7401002,Изолента,Бытовые товары,1,45,0.0
BDADDBA0843278,Клей,Бытовая химия,2,50,0.0
BDADDBA0843278,Изолента,Бытовые товары,6,45,4.5
BDADDBA0843278,Молоток,Строительные товары,5,250,25.0
BDADDBA0843278,Клей,Бытовая химия,6,50,5.0
BDADDBA0843278,Изолента,Бытовые товары,2,45,0.0
BDADDBA0843278,Пена,Бытовая химия,8,225,22.5
ABACEEC5729349,Молоток,Строительные товары,7,250,25.0
ABACEEC5729349,Клей,Бытовая химия,7,50,5.0
ABACEEC5729349,Шпатель,Строительные товары,7,150,15.0
ABACEEC5729349,Молоток,Строительные товары,9,250,25.0
ABACEEC5729349,Скотч,Бытовые товары,2,75,0.0
ABACEEC5729349,Шпатель,Строительные товары,9,150,15.0
ABACEEC5729349,Изолента,Бытовые товары,8,45,4.5
CAAABDD0268941,Изолента,Бытовые товары,1,45,0.0
CAAABDD0268941,Шпатель,Строительные товары,3,150,7.5
CAAABDD0268941,Шпатель,Строительные товары,8,150,15.0
CAAABDD0268941,Пена,Бытовая химия,7,225,22.5
CAAABDD0268941,Отвертка,Бытовые товары,9,150,15.0
CAAABDD0268941,Молоток,Строительные товары,3,250,12.5
CAAABDD0268941,Молоток,Строительные товары,8,250,25.0
CAAABDD0268941,Рубанок,Строительные товары,7,350,35.0
BEEAEBB6504569,Скотч,Бытовые товары,5,75,7.5
BEEAEBB6504569,Изолента,Бытовые товары,9,45,4.5
BEEAEBB6504569,Шпатель,Строительные товары,4,150,7.5
BEEAEBB6504569,Шпатель,Строительные товары,3,150,7.5
BEEAEBB6504569,Шпатель,Строительные товары,3,150,7.5
BEEAEBB6504569,Клей,Бытовая химия,9,50,5.0
BEEAEBB6504569,Пена,Бытовая химия,4,225,11.25
EACDAAC9192963,Пена,Бытовая химия,1,225,0.0
EACDAAC9192963,Клей,Бытовая химия,6,50,5.0
EACDAAC9192963,Скотч,Бытовые товары,6,75,7.5
ACBDEDE2262532,Отвертка,Бытовые товары,2,150,0.0
ACBDEDE2262532,Клей,Бытовая химия,2,50,0.0
ACBDEDE2262532,Изолента,Бытовые товары,5,45,4.5
ACBDEDE2262532,Рубанок,Строительные товары,7,350,35.0
ACBDEDE2262532,Клей,Бытовая химия,6,50,5.0
ACBDEDE2262532,Клей,Бытовая химия,4,50,2.5
ACBDEDE2262532,Отвертка,Бытовые товары,7,150,15.0
ACBDEDE2262532,Пена,Бытовая химия,2,225,0.0
ECAEDBA2063637,Клей,Бытовая химия,9,50,5.0
ECAEDBA2063637,Скотч,Бытовые товары,2,75,0.0
ECAEDBA2063637,Клей,Бытовая химия,3,50,2.5
ECAEDBA2063637,Отвертка,Бытовые товары,1,150,0.0
ECAEDBA2063637,Скотч,Бытовые товары,3,75,3.75
ECAEDBA2063637,Клей,Бытовая химия,7,50,5.0
AAEDEED8868518,Скотч,Бытовые товары,7,75,7.5
AAEDEED8868518,Пена,Бытовая химия,5,225,22.5
AAEDEED8868518,Клей,Бытовая химия,1,50,0.0
AAEDEED8868518,Шпатель,Строительные товары,8,150,15.0
DACCDAB3467113,Шпатель,Строительные товары,4,150,7.5
DACCDAB3467113,Скотч,Бытовые товары,9,75,7.5
