doc_id,item,category,amount,price,discount
BCBEEDE2948671,Рубанок,Строительные товары,5,350,35.0
BCBEEDE2948671,Молоток,Строительные товары,6,250,25.0
BCBEEDE2948671,Изолента,Бытовые товары,3,45,2.25
BCBEEDE2948671,Скотч,Бытовые товары,1,75,0.0
BCBEEDE2948671,Шпатель,Строительные товары,5,150,15.0
BCBEEDE2948671,Отвертка,Бытовые товары,2,150,0.0
ACBCDDA8178838,Скотч,Бытовые товары,9,75,7.5
ACBCDDA8178838,Клей,Бытовая химия,9,50,5.0
ACBCDDA8178838,Клей,Бытовая химия,2,50,0.0
ACBCDDA8178838,Шпатель,Строительные товары,7,150,15.0
ACBCDDA8178838,Скотч,Бытовые товары,6,75,7.5
ACBCDDA8178838,Рубанок,Строительные товары,7,350,35.0
ACBCDDA8178838,Скотч,Бытовые товары,5,75,7.5
DAECCEA0585788,Рубанок,Строительные товары,4,350,17.5
DAECCEA0585788,Скотч,Бытовые товары,3,75,3.75
DAECCEA0585788,Пена,Бытовая химия,9,225,22.5
DAECCEA0585788,Рубанок,Строительные товары,9,350,35.0
DAECCEA0585788,Пена,Бытовая химия,9,225,22.5
DAECCEA0585788,Скотч,Бытовые товары,2,75,0.0
AADEBDE4022140,Отвертка,Бытовые товары,7,150,15.0
AADEBDE4022140,Скотч,Бытовые товары,3,75,3.75
DDDBDAD8672053,Скотч,Бытовые товары,6,75,7.5
DDDBDAD8672053,Изолента,Бытовые товары,9,45,4.5
DDDBDAD8672053,Рубанок,Строительные товары,1,350,0.0
DDDBDAD8672053,Рубанок,Строительные товары,4,350,17.5
DDDBDAD8672053,Отвертка,Бытовые товары,1,150,0.0
DDDBDAD8672053,Скотч,Бытовые товары,3,75,3.75
DDDBDAD8672053,Изолента,Бытовые товары,8,45,4.5
BEECAEA8553749,Отвертка,Бытовые товары,2,150,0.0
BEECAEA8553749,Молоток,Строительные товары,1,250,0.0
BEECAEA8553749,Шпатель,Строительные товары,3,150,7.5
BEECAEA8553749,Рубанок,Строительные товары,9,350,35.0
BEECAEA8553749,Шпатель,Строительные товары,1,150,0.0
AACEEAA1433882,Клей,Бытовая химия,8,50,5.0
AACEEAA1433882,Шпатель,Строительные товары,7,150,15.0
CCCAEEA8229919,Шпатель,Строительные товары,4,150,7.5
CCCAEEA8229919,Шпатель,Строительные товары,4,150,7.5
CCCAEEA8229919,Отвертка,Бытовые товары,8,150,15.0
CCCAEEA8229919,Рубанок,Строительные товары,9,350,35.0
CCCAEEA8229919,Клей,Бытовая химия,2,50,0.0
CCCAEEA8229919,Клей,Бытовая химия,8,50,5.0
ACCDAEE3561206,Отвертка,Бытовые товары,2,150,0.0
ACCDAEE3561206,Молоток,Строительные товары,8,250,25.0
ACCDAEE3561206,Отвертка,Бытовые товары,6,150,15.0
