doc_id,item,category,amount,price,discount
DACDBAA5434669,Молоток,Строительные товары,6,250,25.0
DACDBAA5434669,Пена,Бытовая химия,2,225,0.0
DACDBAA5434669,Клей,Бытовая химия,1,50,0.0
DACDBAA5434669,Изолента,Бытовые товары,2,45,0.0
DACDBAA5434669,Шпатель,Строительные товары,3,150,7.5
DACDBAA5434669,Клей,Бытовая химия,7,50,5.0
DACDBAA5434669,Молоток,Строительные товары,9,250,25.0
DACDBAA5434669,Рубанок,Строительные товары,1,350,0.0
EEABDCB7566813,Шпатель,Строительные товары,2,150,0.0
EEABDCB7566813,Шпатель,Строительные товары,4,150,7.5
EEABDCB7566813,Рубанок,Строительные товары,8,350,35.0
EEABDCB7566813,Скотч,Бытовые товары,7,75,7.5
EEABDCB7566813,Изолента,Бытовые товары,4,45,2.25
CCEEDDA4984158,Клей,Бытовая химия,4,50,2.5
CCEEDDA4984158,Скотч,Бытовые товары,6,75,7.5
CCEEDDA4984158,Рубанок,Строительные товары,3,350,17.5
CCEEDDA4984158,Шпатель,Строительные товары,2,150,0.0
CCEEDDA4984158,Молоток,Строительные товары,6,250,25.0
CCEEDDA4984158,Скотч,Бытовые товары,3,75,3.75
BCCBDAA4421514,Клей,Бытовая химия,1,50,0.0
BCCBDAA4421514,Шпатель,Строительные товары,2,150,0.0
BCCBDAA4421514,Шпатель,Строительные товары,7,150,15.0
BCCBDAA4421514,Изолента,Бытовые товары,6,45,4.5
BCCBDAA4421514,Пена,Бытовая химия,9,225,22.5
BCCBDAA4421514,Рубанок,Строительные товары,9,350,35.0
BCCBDAA4421514,Клей,Бытовая химия,8,50,5.0
BCCBDAA4421514,Скотч,Бытовые товары,2,75,0.0
BCAAEDC4787288,Отвертка,Бытовые товары,2,150,0.0
BCAAEDC4787288,Шпатель,Строительные товары,7,150,15.0
BCAAEDC4787288,Рубанок,Строительные товары,3,350,17.5
BCAAEDC4787288,Пена,Бытовая химия,4,225,11.25
BCAAEDC4787288,Рубанок,Строительные товары,6,350,35.0
BCAAEDC4787288,Молоток,Строительные товары,9,250,25.0
BCAAEDC4787288,Скотч,Бытовые товары,1,75,0.0
BCAAEDC4787288,Молоток,Строительные товары,3,250,12.5
DCCAEDE8613483,Молоток,Строительные товары,8,250,25.0
DCCAEDE8613483,Клей,Бытовая химия,9,50,5.0
DCCAEDE8613483,Скотч,Бытовые товары,8,75,7.5
DCCAEDE8613483,Молоток,Строительные товары,9,250,25.0
DCCAEDE8613483,Клей,Бытовая химия,8,50,5.0
DCCAEDE8613483,Отвертка,Бытовые товары,8,150,15.0
DCCAEDE8613483,Изолента,Бытовые товары,5,45,4.5
DEACCEC5970750,Клей,Бытовая химия,8,50,5.0
DEACCEC5970750,Скотч,Бытовые товары,3,75,3.75
DEACCEC5970750,Рубанок,Строительные товары,6,350,35.0
DEACCEC5970750,Клей,Бытовая химия,3,50,2.5
DCCEDCD1495247,Пена,Бытовая химия,5,225,22.5
DCCEDCD1495247,Клей,Бытовая химия,8,50,5.0
BAEBACB5648448,Клей,Бытовая химия,5,50,5.0
BAEBACB5648448,Изолента,Бытовые товары,2,45,0.0
BAEBACB5648448,Отвертка,Бытовые товары,9,150,15.0
BAEBACB5648448,Шпатель,Строительные товары,4,150,7.5
BAEBACB5648448,Отвертка,Бытовые товары,3,150,7.5
CAECAAE5097748,Молоток,Строительные товары,3,250,12.5
CAECAAE5097748,Изолента,Бытовые товары,7,45,4.5
CCACDBA8270053,Пена,Бытовая химия,8,225,22.5
CCACDBA8270053,Пена,Бытовая химия,6,225,22.5
CCACDBA8270053,Молоток,Строительные товары,7,250,25.0
