doc_id,item,category,amount,price,discount
EBAADCD7136928,Молоток,Строительные товары,4,250,12.5
EBAADCD7136928,Клей,Бытовая химия,8,50,5.0
EBAADCD7136928,Молоток,Строительные товары,1,250,0.0
EBAADCD7136928,Пена,Бытовая химия,7,225,22.5
EBAADCD7136928,Отвертка,Бытовые товары,8,150,15.0
EBAADCD7136928,Изолента,Бытовые товары,1,45,0.0
EBAADCD7136928,Клей,Бытовая химия,4,50,2.5
EBAADCD7136928,Рубанок,Строительные товары,9,350,35.0
CBDDCAA4359966,Молоток,Строительные товары,3,250,12.5
CBDDCAA4359966,Отвертка,Бытовые товары,3,150,7.5
CBDDCAA4359966,Рубанок,Строительные товары,8,350,35.0
CBDDCAA4359966,Шпатель,Строительные товары,6,150,15.0
CBDDCAA4359966,Скотч,Бытовые товары,7,75,7.5
CBDDCAA4359966,Отвертка,Бытовые товары,4,150,7.5
CBDDCAA4359966,Молоток,Строительные товары,1,250,0.0
CBDDCAA4359966,Изолента,Бытовые товары,4,45,2.25
BABABDC1480321,Скотч,Бытовые товары,4,75,3.75
BABABDC1480321,Пена,Бытовая химия,3,225,11.25
BABABDC1480321,Изолента,Бытовые товары,9,45,4.5
BABABDC1480321,Скотч,Бытовые товары,2,75,0.0
BABABDC1480321,Шпатель,Строительные товары,6,150,15.0
BABABDC1480321,Молоток,Строительные товары,4,250,12.5
DCBDCAE3653108,Изолента,Бытовые товары,2,45,0.0
DBEBAAA8351988,Отвертка,Бытовые товары,1,150,0.0
CABEBEE1181151,Отвертка,Бытовые товары,8,150,15.0
CABEBEE1181151,Пена,Бытовая химия,6,225,22.5
CABEBEE1181151,Рубанок,Строительные товары,4,350,17.5
CABEBEE1181151,Скотч,Бытовые товары,7,75,7.5
CABEBEE1181151,Пена,Бытовая химия,7,225,22.5
CABEBEE1181151,Пена,Бытовая химия,4,225,11.25
CABEBEE1181151,Шпатель,Строительные товары,1,150,0.0
CABEBEE1181151,Отвертка,Бытовые товары,5,150,15.0
AEDDBCC0673053,Молоток,Строительные товары,2,250,0.0
AEDDBCC0673053,Пена,Бытовая химия,5,225,22.5
AEDDBCC0673053,Клей,Бытовая химия,8,50,5.0
AEDDBCC0673053,Клей,Бытовая химия,6,50,5.0
AEDDBCC0673053,Молоток,Строительные товары,7,250,25.0
AEDDBCC0673053,Рубанок,Строительные товары,9,350,35.0
AEDDBCC0673053,Пена,Бытовая химия,2,225,0.0
AEDDBCC0673053,Шпатель,Строительные товары,9,150,15.0
DDDACDC5756502,Изолента,Бытовые товары,9,45,4.5
DDDACDC5756502,Рубанок,Строительные товары,7,350,35.0
DDDACDC5756502,Клей,Бытовая химия,5,50,5.0
DDDACDC5756502,Скотч,Бытовые товары,9,75,7.5
DDDACDC5756502,Рубанок,Строительные товары,3,350,17.5
DDDACDC5756502,Рубанок,Строительные товары,3,350,17.5
DDDACDC5756502,Пена,Бытовая химия,7,225,22.5
AAAEADA3605415,Отвертка,Бытовые товары,9,150,15.0
AAAEADA3605415,Шпатель,Строительные товары,6,150,15.0
AAAEADA3605415,Рубанок,Строительные товары,7,350,35.0
BACDBAD7700105,Молоток,Строительные товары,7,250,25.0
BACDBAD7700105,Шпатель,Строительные товары,3,150,7.5
BACDBAD7700105,Шпатель,Строительные товары,1,150,0.0
BACDBAD7700105,Шпатель,Строительные товары,1,150,0.0
BACDBAD7700105,Рубанок,Строительные товары,7,350,35.0
EEEADAC9835685,Отвертка,Бытовые товары,8,150,15.0
EEEADAC9835685,Пена,Бытовая химия,2,225,0.0
EEEADAC9835685,Молоток,Строительные товары,9,250,25.0
DADEBAE1320047,Рубанок,Строительные товары,9,350,35.0
DADEBAE1320047,Шпатель,Строительные товары,5,150,15.0
DADEBAE1320047,Изолента,Бытовые товары,5,45,4.5
DADEBAE1320047,Изолента,Бытовые товары,7,45,4.5
DADEBAE1320047,Рубанок,Строительные товары,4,350,17.5
ABEAAED7642431,Молоток,Строительные товары,2,250,0.0
ABEAAED7642431,Клей,Бытовая химия,8,50,5.0
ABEAAED7642431,Шпатель,Строительные товары,4,150,7.5
ABEAAED7642431,Изолента,Бытовые товары,2,45,0.0
ABEAAED7642431,Отвертка,Бытовые товары,2,150,0.0
BBCADCA2836614,Изолента,Бытовые товары,6,45,4.5
BBCADCA2836614,Скотч,Бытовые товары,1,75,0.0
BBCADCA2836614,Шпатель,Строительные товары,7,150,15.0
BBCADCA2836614,Скотч,Бытовые товары,2,75,0.0
BBCADCA2836614,Молоток,Строительные товары,5,250,25.0
BBDBDED3192054,Изолента,Бытовые товары,9,45,4.5
BBDBDED3192054,Шпатель,Строительные товары,2,150,0.0
BEBCCBD1967076,Молоток,Строительные товары,3,250,12.5
BEBCCBD1967076,Пена,Бытовая химия,6,225,22.5
BCACBBA7073841,Отвертка,Бытовые товары,6,150,15.0
BCACBBA7073841,Пена,Бытовая химия,6,225,22.5
BCACBBA7073841,Отвертка,Бытовые товары,5,150,15.0
BCACBBA7073841,Клей,Бытовая химия,3,50,2.5
CCCDBCE0394167,Клей,Бытовая химия,5,50,5.0
CCCDBCE0394167,Молоток,Строительные товары,5,250,25.0
CCCDBCE0394167,Отвертка,Бытовые товары,8,150,15.0
CCCDBCE0394167,Скотч,Бытовые товары,6,75,7.5
CCCDBCE0394167,Пена,Бытовая химия,6,225,22.5
CCCDBCE0394167,Молоток,Строительные товары,8,250,25.0
CCCDBCE0394167,Отвертка,Бытовые товары,9,150,15.0
