doc_id,item,category,amount,price,discount
EDBDCEA4713437,Молоток,Строительные товары,5,250,25.0
CBEBAAD0201102,Отвертка,Бытовые товары,8,150,15.0
CBEBAAD0201102,Пена,Бытовая химия,5,225,22.5
CBEBAAD0201102,Изолента,Бытовые товары,7,45,4.5
CBEBAAD0201102,Отвертка,Бытовые товары,9,150,15.0
AAACADD3642962,Клей,Бытовая химия,4,50,2.5
AAACADD3642962,Отвертка,Бытовые товары,1,150,0.0
AAACADD3642962,Рубанок,Строительные товары,5,350,35.0
AAACADD3642962,Молоток,Строительные товары,4,250,12.5
AAACADD3642962,Изолента,Бытовые товары,4,45,2.25
AAACADD3642962,Пена,Бытовая химия,5,225,22.5
AAACADD3642962,Шпатель,Строительные товары,8,150,15.0
AAACADD3642962,Скотч,Бытовые товары,4,75,3.75
ADEBCBA3828587,Изолента,Бытовые товары,2,45,0.0
ADEBCBA3828587,Отвертка,Бытовые товары,9,150,15.0
ADEBCBA3828587,Скотч,Бытовые товары,3,75,3.75
ADEBCBA3828587,Отвертка,Бытовые товары,8,150,15.0
ADEBCBA3828587,Пена,Бытовая химия,3,225,11.25
ECCCDDC2947562,Отвертка,Бытовые товары,4,150,7.5
ECCCDDC2947562,Скотч,Бытовые товары,4,75,3.75
ECCCDDC2947562,Молоток,Строительные товары,9,250,25.0
ECCCDDC2947562,Клей,Бытовая химия,1,50,0.0
ECCCDDC2947562,Скотч,Бытовые товары,1,75,0.0
ECCCDDC2947562,Шпатель,Строительные товары,7,150,15.0
ECCCDDC2947562,Шпатель,Строительные товары,2,150,0.0
EEBBDDE1863203,Молоток,Строительные товары,4,250,12.5
EEBBDDE1863203,Рубанок,Строительные товары,8,350,35.0
EEBBDDE1863203,Клей,Бытовая химия,7,50,5.0
EEBBDDE1863203,Молоток,Строительные товары,1,250,0.0
EEBBDDE1863203,Изолента,Бытовые товары,8,45,4.5
CAEDAED3269813,Рубанок,Строительные товары,2,350,0.0
CAEDAED3269813,Шпатель,Строительные товары,9,150,15.0
CAEDAED3269813,Шпатель,Строительные товары,8,150,15.0
CECBCBD7576579,Клей,Бытовая химия,4,50,2.5
CECBCBD7576579,Отвертка,Бытовые товары,8,150,15.0
CECBCBD7576579,Скотч,Бытовые товары,7,75,7.5
CECBCBD7576579,Изолента,Бытовые товары,5,45,4.5
CECBCBD7576579,Пена,Бытовая химия,7,225,22.5
CDABEDB2999081,Рубанок,Строительные товары,9,350,35.0
CDABEDB2999081,Молоток,Строительные товары,3,250,12.5
CDABEDB2999081,Рубанок,Строительные товары,1,350,0.0
CAAEADB9502890,Отвертка,Бытовые товары,4,150,7.5
CAAEADB9502890,Молоток,Строительные товары,1,250,0.0
CAAEADB9502890,Скотч,Бытовые товары,6,75,7.5
CAAEADB9502890,Клей,Бытовая химия,7,50,5.0
CAAEADB9502890,Рубанок,Строительные товары,9,350,35.0
CAAEADB9502890,Молоток,Строительные товары,3,250,12.5
CAAEADB9502890,Клей,Бытовая химия,5,50,5.0
BECBADB7544024,Молоток,Строительные товары,5,250,25.0
BECBADB7544024,Рубанок,Строительные товары,8,350,35.0
BECBADB7544024,Шпатель,Строительные товары,5,150,15.0
BECBADB7544024,Изолента,Бытовые товары,6,45,4.5
BECBADB7544024,Рубанок,Строительные товары,6,350,35.0
BEBEEDC4299611,Рубанок,Строительные товары,1,350,0.0
