doc_id,item,category,amount,price,discount
CCDAADA4959403,Шпатель,Строительные товары,7,150,15.0
CCDAADA4959403,Клей,Бытовая химия,1,50,0.0
CCDAADA4959403,Рубанок,Строительные товары,8,350,35.0
CCDAADA4959403,Пена,Бытовая химия,6,225,22.5
CCDAADA4959403,Молоток,Строительные товары,6,250,25.0
CCDAADA4959403,Шпатель,Строительные товары,2,150,0.0
ECDECBE3215464,Изолента,Бытовые товары,9,45,4.5
ECDECBE3215464,Пена,Бытовая химия,6,225,22.5
ECDECBE3215464,Изолента,Бытовые товары,4,45,2.25
ECDECBE3215464,Пена,Бытовая химия,2,225,0.0
ECDECBE3215464,Шпатель,Строительные товары,6,150,15.0
ECDECBE3215464,Шпатель,Строительные товары,7,150,15.0
ECDECBE3215464,Скотч,Бытовые товары,3,75,3.75
AABBCEE4914076,Шпатель,Строительные товары,5,150,15.0
AABBCEE4914076,Пена,Бытовая химия,1,225,0.0
AABBCEE4914076,Изолента,Бытовые товары,4,45,2.25
AABBCEE4914076,Рубанок,Строительные товары,8,350,35.0
AABBCEE4914076,Скотч,Бытовые товары,7,75,7.5
AABBCEE4914076,Отвертка,Бытовые товары,6,150,15.0
ABBBEDB3963249,Клей,Бытовая химия,2,50,0.0
ABBBEDB3963249,Скотч,Бытовые товары,2,75,0.0
CAEDDBE6262267,Молоток,Строительные товары,9,250,25.0
CAEDDBE6262267,Рубанок,Строительные товары,2,350,0.0
CAEDDBE6262267,Скотч,Бытовые товары,7,75,7.5
CAEDDBE6262267,Клей,Бытовая химия,2,50,0.0
ECABDAE5222005,Пена,Бытовая химия,1,225,0.0
ECABDAE5222005,Пена,Бытовая химия,6,225,22.5
ECABDAE5222005,Изолента,Бытовые товары,9,45,4.5
ECABDAE5222005,Клей,Бытовая химия,7,50,5.0
ECABDAE5222005,Пена,Бытовая химия,2,225,0.0
ECABDAE5222005,Отвертка,Бытовые товары,7,150,15.0
DEEDCED4450286,Молоток,Строительные товары,7,250,25.0
DEEDCED4450286,Изолента,Бытовые товары,1,45,0.0
DEEDCED4450286,Изолента,Бытовые товары,3,45,2.25
DEEDCED4450286,Молоток,Строительные товары,9,250,25.0
DEEDCED4450286,Рубанок,Строительные товары,4,350,17.5
DEEDCED4450286,Отвертка,Бытовые товары,8,150,15.0
DEEDCED4450286,Молоток,Строительные товары,7,250,25.0
DEEDCED4450286,Пена,Бытовая химия,7,225,22.5
CBABDBC9437419,Изолента,Бытовые товары,3,45,2.25
CBABDBC9437419,Шпатель,Строительные товары,9,150,15.0
CBABDBC9437419,Рубанок,Строительные товары,3,350,17.5
CBABDBC9437419,Рубанок,Строительные товары,2,350,0.0
CBABDBC9437419,Отвертка,Бытовые товары,7,150,15.0
CBABDBC9437419,Клей,Бытовая химия,2,50,0.0
CBABDBC9437419,Пена,Бытовая химия,4,225,11.25
DCEBEED3238510,Отвертка,Бытовые товары,4,150,7.5
DCEBEED3238510,Клей,Бытовая химия,8,50,5.0
DCEBEED3238510,Шпатель,Строительные товары,6,150,15.0
ABAACAD9722784,Клей,Бытовая химия,5,50,5.0
BEBEDDD0065411,Изолента,Бытовые товары,9,45,4.5
BEBEDDD0065411,Шпатель,Строительные товары,5,150,15.0
BEBEDDD0065411,Рубанок,Строительные товары,4,350,17.5
BEBEDDD0065411,Скотч,Бытовые товары,2,75,0.0
BEBEDDD0065411,Шпатель,Строительные товары,3,150,7.5
BEBEDDD0065411,Шпатель,Строительные товары,3,150,7.5
BBBAEAE0258799,Рубанок,Строительные товары,7,350,35.0
BBBAEAE0258799,Скотч,Бытовые товары,5,75,7.5
BBBAEAE0258799,Молоток,Строительные товары,2,250,0.0
BBBAEAE0258799,Изолента,Бытовые товары,6,45,4.5
BBBAEAE0258799,Отвертка,Бытовые товары,4,150,7.5
BEECDAD5981064,Шпатель,Строительные товары,9,150,15.0
BEECDAD5981064,Отвертка,Бытовые товары,4,150,7.5
BEECDAD5981064,Изолента,Бытовые товары,1,45,0.0
BEECDAD5981064,Клей,Бытовая химия,4,50,2.5
BEECDAD5981064,Пена,Бытовая химия,1,225,0.0
AEEABED3723258,Изолента,Бытовые товары,9,45,4.5
DACDBDB5682816,Клей,Бытовая химия,5,50,5.0
DACDBDB5682816,Изолента,Бытовые товары,5,45,4.5
DACDBDB5682816,Рубанок,Строительные товары,7,350,35.0
DACDBDB5682816,Рубанок,Строительные товары,2,350,0.0
DACDBDB5682816,Скотч,Бытовые товары,4,75,3.75
