doc_id,item,category,amount,price,discount
BDDCABB2663678,Отвертка,Бытовые товары,7,150,15.0
BDDCABB2663678,Молоток,Строительные товары,9,250,25.0
BDDCABB2663678,Рубанок,Строительные товары,7,350,35.0
CCDCEDC5121841,Изолента,Бытовые товары,5,45,4.5
CCDCEDC5121841,Шпатель,Строительные товары,6,150,15.0
CCDCEDC5121841,Рубанок,Строительные товары,7,350,35.0
CCDCEDC5121841,Скотч,Бытовые товары,7,75,7.5
CCDCBCE2837021,Молоток,Строительные товары,8,250,25.0
CCDCBCE2837021,Изолента,Бытовые товары,5,45,4.5
CCDCBCE2837021,Молоток,Строительные товары,9,250,25.0
CCDCBCE2837021,Молоток,Строительные товары,1,250,0.0
CECECAD5133324,Изолента,Бытовые товары,5,45,4.5
CECECAD5133324,Изолента,Бытовые товары,5,45,4.5
CECECAD5133324,Пена,Бытовая химия,4,225,11.25
CECECAD5133324,Пена,Бытовая химия,7,225,22.5
DBBDCAA6322287,Скотч,Бытовые товары,7,75,7.5
DBBDCAA6322287,Молоток,Строительные товары,4,250,12.5
DBBDCAA6322287,Клей,Бытовая химия,6,50,5.0
DBBDCAA6322287,Изолента,Бытовые товары,4,45,2.25
DBBDCAA6322287,Молоток,Строительные товары,3,250,12.5
DEEABEE1111812,Скотч,Бытовые товары,6,75,7.5
DEEABEE1111812,Скотч,Бытовые товары,6,75,7.5
DEEABEE1111812,Клей,Бытовая химия,1,50,0.0
DEEABEE1111812,Рубанок,Строительные товары,5,350,35.0
DEEABEE1111812,Пена,Бытовая химия,6,225,22.5
DEEABEE1111812,Рубанок,Строительные товары,2,350,0.0
DEEABEE1111812,Отвертка,Бытовые товары,2,150,0.0
DEEABEE1111812,Рубанок,Строительные товары,2,350,0.0
CBDCCDC1690320,Рубанок,Строительные товары,1,350,0.0
CBDCCDC1690320,Изолента,Бытовые товары,5,45,4.5
CBDCCDC1690320,Скотч,Бытовые товары,2,75,0.0
CBDCCDC1690320,Рубанок,Строительные товары,1,350,0.0
CBDCCDC1690320,Клей,Бытовая химия,1,50,0.0
CBDCCDC1690320,Рубанок,Строительные товары,2,350,0.0
CBDCCDC1690320,Отвертка,Бытовые товары,2,150,0.0
BDCAEBD9041322,Рубанок,Строительные товары,3,350,17.5
AECEAEB6513543,Скотч,Бытовые товары,9,75,7.5
AABDDEC9146430,Скотч,Бытовые товары,1,75,0.0
AABDDEC9146430,Молоток,Строительные товары,3,250,12.5
CDBDDEA7089652,Скотч,Бытовые товары,4,75,3.75
CDBDDEA7089652,Скотч,Бытовые товары,9,75,7.5
CDBDDEA7089652,Отвертка,Бытовые товары,7,150,15.0
ACACCEB0087584,Пена,Бытовая химия,1,225,0.0
DABCEBB3452616,Отвертка,Бытовые товары,6,150,15.0
DABCEBB3452616,Отвертка,Бытовые товары,5,150,15.0
DABCEBB3452616,Молоток,Строительные товары,3,250,12.5
DABCEBB3452616,Пена,Бытовая химия,9,225,22.5
DABCEBB3452616,Клей,Бытовая химия,9,50,5.0
DABCEBB3452616,Клей,Бытовая химия,7,50,5.0
DABCEBB3452616,Скотч,Бытовые товары,8,75,7.5
DDBDAAB8901764,Рубанок,Строительные товары,6,350,35.0
DDBDAAB8901764,Скотч,Бытовые товары,4,75,3.75
DDBDAAB8901764,Скотч,Бытовые товары,5,75,7.5
DDBDAAB8901764,Отвертка,Бытовые товары,5,150,15.0
DDBDAAB8901764,Клей,Бытовая химия,3,50,2.5
DDBDAAB8901764,Молоток,Строительные товары,5,250,25.0
DDBDAAB8901764,Клей,Бытовая химия,9,50,5.0
BAEBEDE9867232,Скотч,Бытовые товары,3,75,3.75
BAEBEDE9867232,Отвертка,Бытовые товары,9,150,15.0
BAEBEDE9867232,Пена,Бытовая химия,3,225,11.25
BAEBEDE9867232,Молоток,Строительные товары,7,250,25.0
BAEBEDE9867232,Скотч,Бытовые товары,3,75,3.75
BAEBEDE9867232,Изолента,Бытовые товары,7,45,4.5
BAEBEDE9867232,Молоток,Строительные товары,4,250,12.5
BAEBEDE9867232,Отвертка,Бытовые товары,8,150,15.0
ABAEBEA2062960,Рубанок,Строительные товары,6,350,35.0
ABAEBEA2062960,Рубанок,Строительные товары,9,350,35.0
ABAEBEA2062960,Шпатель,Строительные товары,9,150,15.0
ABAEBEA2062960,Изолента,Бытовые товары,9,45,4.5
