doc_id,item,category,amount,price,discount
AABCCBC4897302,Рубанок,Строительные товары,4,350,17.5
AABCCBC4897302,Пена,Бытовая химия,4,225,11.25
AABCCBC4897302,Шпатель,Строительные товары,6,150,15.0
AABCCBC4897302,Клей,Бытовая химия,5,50,5.0
AABCCBC4897302,Молоток,Строительные товары,2,250,0.0
CCCBEDB6930493,Изолента,Бытовые товары,7,45,4.5
DBEDDDA0182548,Рубанок,Строительные товары,3,350,17.5
DBEDDDA0182548,Молоток,Строительные товары,3,250,12.5
DBEDDDA0182548,Рубанок,Строительные товары,3,350,17.5
DBEDDDA0182548,Рубанок,Строительные товары,1,350,0.0
DBEDDDA0182548,Отвертка,Бытовые товары,9,150,15.0
DBEDDDA0182548,Скотч,Бытовые товары,9,75,7.5
DBEDDDA0182548,Скотч,Бытовые товары,7,75,7.5
DBADBEB0766651,Шпатель,Строительные товары,3,150,7.5
DCCDDBA6125950,Рубанок,Строительные товары,5,350,35.0
DCCDDBA6125950,Изолента,Бытовые товары,3,45,2.25
DCCDDBA6125950,Отвертка,Бытовые товары,6,150,15.0
DCCDDBA6125950,Изолента,Бытовые товары,3,45,2.25
DCCDDBA6125950,Отвертка,Бытовые товары,3,150,7.5
DCCDDBA6125950,Шпатель,Строительные товары,4,150,7.5
DCCDDBA6125950,Изолента,Бытовые товары,5,45,4.5
BDDAECD1958337,Клей,Бытовая химия,4,50,2.5
BDDAECD1958337,Отвертка,Бытовые товары,2,150,0.0
BDDAECD1958337,Клей,Бытовая химия,6,50,5.0
BDDAECD1958337,Клей,Бытовая химия,1,50,0.0
BDDAECD1958337,Молоток,Строительные товары,9,250,25.0
BDDAECD1958337,Шпатель,Строительные товары,7,150,15.0
BDDAECD1958337,Рубанок,Строительные товары,6,350,35.0
BDDAECD1958337,Пена,Бытовая химия,9,225,22.5
DDBDEAC4884596,Клей,Бытовая химия,1,50,0.0
DAACBDC7787418,Пена,Бытовая химия,5,225,22.5
EEDADAE3972060,Отвертка,Бытовые товары,8,150,15.0
EEDADAE3972060,Шпатель,Строительные товары,1,150,0.0
CACAAAB2116826,Молоток,Строительные товары,6,250,25.0
ADEDDEB6163758,Молоток,Строительные товары,9,250,25.0
ADEDDEB6163758,Изолента,Бытовые товары,9,45,4.5
ADEDDEB6163758,Отвертка,Бытовые товары,2,150,0.0
ADEDDEB6163758,Отвертка,Бытовые товары,7,150,15.0
ADEDDEB6163758,Клей,Бытовая химия,2,50,0.0
ADEDDEB6163758,Скотч,Бытовые товары,2,75,0.0
ADEDDEB6163758,Изолента,Бытовые товары,9,45,4.5
ADEDDEB6163758,Отвертка,Бытовые товары,9,150,15.0
EDBBECD4508587,Шпатель,Строительные товары,3,150,7.5
EDBBECD4508587,Шпатель,Строительные товары,9,150,15.0
EDBBECD4508587,Скотч,Бытовые товары,2,75,0.0
EDBBECD4508587,Пена,Бытовая химия,3,225,11.25
EDDDBAC6938235,Отвертка,Бытовые товары,2,150,0.0
EDDDBAC6938235,Шпатель,Строительные товары,7,150,15.0
EDDDBAC6938235,Рубанок,Строительные товары,9,350,35.0
EDDDBAC6938235,Отвертка,Бытовые товары,4,150,7.5
EDDDBAC6938235,Скотч,Бытовые товары,8,75,7.5
EDDDBAC6938235,Отвертка,Бытовые товары,4,150,7.5
EDBCABD5378932,Рубанок,Строительные товары,8,350,35.0
EDBCABD5378932,Молоток,Строительные товары,1,250,0.0
DBADCAD2783814,Пена,Бытовая химия,3,225,11.25
DBADCAD2783814,Рубанок,Строительные товары,2,350,0.0
DBADCAD2783814,Рубанок,Строительные товары,2,350,0.0
DBADCAD2783814,Рубанок,Строительные товары,1,350,0.0
DBADCAD2783814,Скотч,Бытовые товары,2,75,0.0
DBADCAD2783814,Рубанок,Строительные товары,1,350,0.0
DBADCAD2783814,Рубанок,Строительные товары,5,350,35.0
CBDCCAB3369760,Отвертка,Бытовые товары,3,150,7.5
CBDCCAB3369760,Молоток,Строительные товары,8,250,25.0
CBDCCAB3369760,Шпатель,Строительные товары,5,150,15.0
CBDCCAB3369760,Молоток,Строительные товары,5,250,25.0
CBDCCAB3369760,Отвертка,Бытовые товары,8,150,15.0
CBDCCAB3369760,Изолента,Бытовые товары,7,45,4.5
CEAEAAB4913384,Шпатель,Строительные товары,4,150,7.5
CEAEAAB4913384,Скотч,Бытовые товары,2,75,0.0
CEAEAAB4913384,Изолента,Бытовые товары,3,45,2.25
CEAEAAB4913384,Отвертка,Бытовые товары,7,150,15.0
CEAEAAB4913384,Молоток,Строительные товары,2,250,0.0
CEAEAAB4913384,Клей,Бытовая химия,3,50,2.5
CEAEAAB4913384,Пена,Бытовая химия,6,225,22.5
CEAEAAB4913384,Пена,Бытовая химия,7,225,22.5
CBACACE5108953,Отвертка,Бытовые товары,6,150,15.0
CBACACE5108953,Шпатель,Строительные товары,6,150,15.0
CBACACE5108953,Отвертка,Бытовые товары,6,150,15.0
CBACACE5108953,Скотч,Бытовые товары,9,75,7.5
DACEEBC1125559,Рубанок,Строительные товары,7,350,35.0
DACEEBC1125559,Изолента,Бытовые товары,8,45,4.5
DACEEBC1125559,Скотч,Бытовые товары,2,75,0.0
DACEEBC1125559,Отвертка,Бытовые товары,5,150,15.0
BBCAEBB4937962,Отвертка,Бытовые товары,6,150,15.0
BBCAEBB4937962,Клей,Бытовая химия,8,50,5.0
BBCAEBB4937962,Изолента,Бытовые товары,4,45,2.25
BBCAEBB4937962,Молоток,Строительные товары,3,250,12.5
BBCAEBB4937962,Шпатель,Строительные товары,5,150,15.0
