doc_id,item,category,amount,price,discount
BCCCBAB0750944,Молоток,Строительные товары,5,250,25.0
BCCCBAB0750944,Шпатель,Строительные товары,6,150,15.0
BCCCBAB0750944,Молоток,Строительные товары,4,250,12.5
DCCDEBC8753865,Клей,Бытовая химия,1,50,0.0
DCCDEBC8753865,Отвертка,Бытовые товары,2,150,0.0
DCCDEBC8753865,Рубанок,Строительные товары,3,350,17.5
DCCDEBC8753865,Рубанок,Строительные товары,9,350,35.0
DCCDEBC8753865,Отвертка,Бытовые товары,9,150,15.0
CEEDEEE3934814,Отвертка,Бытовые товары,9,150,15.0
CEEDEEE3934814,Отвертка,Бытовые товары,3,150,7.5
CEEDEEE3934814,Шпатель,Строительные товары,9,150,15.0
EBBAAEB7779871,Рубанок,Строительные товары,6,350,35.0
EBBAAEB7779871,Шпатель,Строительные товары,8,150,15.0
EBBAAEB7779871,Изолента,Бытовые товары,5,45,4.5
EBBAAEB7779871,Шпатель,Строительные товары,8,150,15.0
EBBAAEB7779871,Скотч,Бытовые товары,3,75,3.75
EBBAAEB7779871,Молоток,Строительные товары,1,250,0.0
EBBAAEB7779871,Скотч,Бытовые товары,1,75,0.0
EBBAAEB7779871,Пена,Бытовая химия,2,225,0.0
DBBDABA7634222,Изолента,Бытовые товары,5,45,4.5
DBBDABA7634222,Изолента,Бытовые товары,4,45,2.25
DBBDABA7634222,Клей,Бытовая химия,1,50,0.0
DBBDABA7634222,Изолента,Бытовые товары,5,45,4.5
DBBDABA7634222,Отвертка,Бытовые товары,7,150,15.0
DBBDABA7634222,Изолента,Бытовые товары,4,45,2.25
DBBDABA7634222,Скотч,Бытовые товары,9,75,7.5
ECCBBDA1380105,Клей,Бытовая химия,1,50,0.0
CEEACCC8136802,Рубанок,Строительные товары,8,350,35.0
CEEACCC8136802,Изолента,Бытовые товары,3,45,2.25
CEEACCC8136802,Отвертка,Бытовые товары,9,150,15.0
CEEACCC8136802,Пена,Бытовая химия,5,225,22.5
BEEECDD1015396,Рубанок,Строительные товары,4,350,17.5
BEEECDD1015396,Изолента,Бытовые товары,4,45,2.25
BEEECDD1015396,Скотч,Бытовые товары,1,75,0.0
BEEECDD1015396,Шпатель,Строительные товары,4,150,7.5
BEEECDD1015396,Рубанок,Строительные товары,3,350,17.5
BEEECDD1015396,Скотч,Бытовые товары,8,75,7.5
BEEECDD1015396,Скотч,Бытовые товары,7,75,7.5
ADBEBBE5713796,Клей,Бытовая химия,7,50,5.0
ADBEBBE5713796,Клей,Бытовая химия,8,50,5.0
ADBEBBE5713796,Рубанок,Строительные товары,4,350,17.5
ADBEBBE5713796,Рубанок,Строительные товары,6,350,35.0
ADBEBBE5713796,Пена,Бытовая химия,5,225,22.5
ADBEBBE5713796,Скотч,Бытовые товары,4,75,3.75
ADBEBBE5713796,Изолента,Бытовые товары,8,45,4.5
EDEDDAB4889895,Шпатель,Строительные товары,1,150,0.0
EDEDDAB4889895,Изолента,Бытовые товары,5,45,4.5
EDEDDAB4889895,Пена,Бытовая химия,8,225,22.5
EDEDDAB4889895,Отвертка,Бытовые товары,8,150,15.0
EDEDDAB4889895,Пена,Бытовая химия,2,225,0.0
EDEDDAB4889895,Шпатель,Строительные товары,6,150,15.0
EDEDDAB4889895,Рубанок,Строительные товары,1,350,0.0
ECACAAE5816462,Шпатель,Строительные товары,5,150,15.0
ECACAAE5816462,Рубанок,Строительные товары,9,350,35.0
ECACAAE5816462,Клей,Бытовая химия,3,50,2.5
ECACAAE5816462,Изолента,Бытовые товары,7,45,4.5
ECACAAE5816462,Пена,Бытовая химия,6,225,22.5
ECACAAE5816462,Клей,Бытовая химия,2,50,0.0
ECACAAE5816462,Шпатель,Строительные товары,4,150,7.5
CCDCCDD6464789,Изолента,Бытовые товары,5,45,4.5
CCDCCDD6464789,Молоток,Строительные товары,5,250,25.0
CCDCCDD6464789,Пена,Бытовая химия,6,225,22.5
CCDCCDD6464789,Отвертка,Бытовые товары,4,150,7.5
CCDCCDD6464789,Молоток,Строительные товары,8,250,25.0
CCDCCDD6464789,Изолента,Бытовые товары,9,45,4.5
CCDCCDD6464789,Скотч,Бытовые товары,9,75,7.5
CCDCCDD6464789,Рубанок,Строительные товары,8,350,35.0
BABBEBE1944882,Клей,Бытовая химия,2,50,0.0
BABBEBE1944882,Шпатель,Строительные товары,7,150,15.0
BABBEBE1944882,Шпатель,Строительные товары,1,150,0.0
DADBCBB5023780,Пена,Бытовая химия,4,225,11.25
DADBCBB5023780,Отвертка,Бытовые товары,9,150,15.0
