doc_id,item,category,amount,price,discount
EBBDDBD0548999,Клей,Бытовая химия,7,50,5.0
BBBCEDA0617338,Изолента,Бытовые товары,9,45,4.5
BBBCEDA0617338,Молоток,Строительные товары,8,250,25.0
BBBCEDA0617338,Скотч,Бытовые товары,4,75,3.75
BBBCEDA0617338,Шпатель,Строительные товары,1,150,0.0
BBBCEDA0617338,Молоток,Строительные товары,3,250,12.5
BBBCEDA0617338,Отвертка,Бытовые товары,7,150,15.0
BBBCEDA0617338,Пена,Бытовая химия,4,225,11.25
ABABBAD4765848,Рубанок,Строительные товары,3,350,17.5
ABABBAD4765848,Клей,Бытовая химия,9,50,5.0
ABABBAD4765848,Клей,Бытовая химия,9,50,5.0
ABABBAD4765848,Пена,Бытовая химия,4,225,11.25
ABABBAD4765848,Изолента,Бытовые товары,1,45,0.0
ABABBAD4765848,Шпатель,Строительные товары,3,150,7.5
ABABBAD4765848,Скотч,Бытовые товары,8,75,7.5
ABABBAD4765848,Шпатель,Строительные товары,1,150,0.0
DAEECBC1286036,Изолента,Бытовые товары,4,45,2.25
DAEECBC1286036,Изолента,Бытовые товары,3,45,2.25
DAEECBC1286036,Отвертка,Бытовые товары,3,150,7.5
DAEECBC1286036,Рубанок,Строительные товары,4,350,17.5
DAEECBC1286036,Пена,Бытовая химия,9,225,22.5
DEDBBAB4690367,Рубанок,Строительные товары,8,350,35.0
ADDCDAE3528774,Скотч,Бытовые товары,3,75,3.75
ADDCDAE3528774,Пена,Бытовая химия,9,225,22.5
ADDCDAE3528774,Шпатель,Строительные товары,5,150,15.0
ADDCDAE3528774,Отвертка,Бытовые товары,9,150,15.0
ADDCDAE3528774,Шпатель,Строительные товары,8,150,15.0
BAABEEA6165357,Клей,Бытовая химия,4,50,2.5
BAABEEA6165357,Клей,Бытовая химия,8,50,5.0
BACADCB7814973,Отвертка,Бытовые товары,9,150,15.0
BACADCB7814973,Клей,Бытовая химия,7,50,5.0
BACADCB7814973,Клей,Бытовая химия,8,50,5.0
BACADCB7814973,Рубанок,Строительные товары,9,350,35.0
BACADCB7814973,Пена,Бытовая химия,7,225,22.5
BACADCB7814973,Скотч,Бытовые товары,5,75,7.5
EEBDACB4237844,Скотч,Бытовые товары,1,75,0.0
EEBDACB4237844,Изолента,Бытовые товары,9,45,4.5
EEBDACB4237844,Пена,Бытовая химия,3,225,11.25
EEBDACB4237844,Изолента,Бытовые товары,5,45,4.5
EEBDACB4237844,Изолента,Бытовые товары,7,45,4.5
CDDBCAE5633621,Отвертка,Бытовые товары,6,150,15.0
CDDBCAE5633621,Молоток,Строительные товары,2,250,0.0
CDDBCAE5633621,Скотч,Бытовые товары,8,75,7.5
CDDBCAE5633621,Изолента,Бытовые товары,3,45,2.25
EDDCDCE9648422,Молоток,Строительные товары,9,250,25.0
EDDCDCE9648422,Молоток,Строительные товары,9,250,25.0
EDDCDCE9648422,Изолента,Бытовые товары,8,45,4.5
EDDCDCE9648422,Отвертка,Бытовые товары,2,150,0.0
EDBDDAB1820978,Пена,Бытовая химия,2,225,0.0
EDBDDAB1820978,Пена,Бытовая химия,9,225,22.5
EDBDDAB1820978,Скотч,Бытовые товары,5,75,7.5
EDBDDAB1820978,Рубанок,Строительные товары,4,350,17.5
EDBDDAB1820978,Скотч,Бытовые товары,2,75,0.0
ECCCBED1215402,Отвертка,Бытовые товары,3,150,7.5
ECCCBED1215402,Изолента,Бытовые товары,5,45,4.5
ECCCBED1215402,Шпатель,Строительные товары,8,150,15.0
ECCCBED1215402,Клей,Бытовая химия,4,50,2.5
EDCEDCE0492516,Рубанок,Строительные товары,8,350,35.0
EDCEDCE0492516,Пена,Бытовая химия,9,225,22.5
EDCEDCE0492516,Клей,Бытовая химия,4,50,2.5
EDCEDCE0492516,Пена,Бытовая химия,3,225,11.25
EDCEDCE0492516,Рубанок,Строительные товары,5,350,35.0
EDCEDCE0492516,Рубанок,Строительные товары,4,350,17.5
EDCEDCE0492516,Отвертка,Бытовые товары,6,150,15.0
EDCEDCE0492516,Клей,Бытовая химия,7,50,5.0
AADEDED8958730,Рубанок,Строительные товары,5,350,35.0
AADEDED8958730,Шпатель,Строительные товары,9,150,15.0
EEACBCA2692882,Клей,Бытовая химия,7,50,5.0
EEACBCA2692882,Изолента,Бытовые товары,8,45,4.5
EEACBCA2692882,Шпатель,Строительные товары,7,150,15.0
EEACBCA2692882,Шпатель,Строительные товары,7,150,15.0
EEACBCA2692882,Рубанок,Строительные товары,9,350,35.0
EEACBCA2692882,Шпатель,Строительные товары,6,150,15.0
EEDBDBA1375607,Молоток,Строительные товары,1,250,0.0
BDEAABB3941434,Шпатель,Строительные товары,5,150,15.0
BDEAABB3941434,Отвертка,Бытовые товары,7,150,15.0
BDEAABB3941434,Скотч,Бытовые товары,1,75,0.0
BECCBBB5148984,Скотч,Бытовые товары,4,75,3.75
BECCBBB5148984,Изолента,Бытовые товары,8,45,4.5
BECCBBB5148984,Скотч,Бытовые товары,5,75,7.5
BECCBBB5148984,Шпатель,Строительные товары,6,150,15.0
BBEEABB8652337,Пена,Бытовая химия,2,225,0.0
BBEEABB8652337,Изолента,Бытовые товары,7,45,4.5
BBEEABB8652337,Пена,Бытовая химия,5,225,22.5
DDEABAD7216633,Пена,Бытовая химия,3,225,11.25
DDEABAD7216633,Отвертка,Бытовые товары,2,150,0.0
DDEABAD7216633,Молоток,Строительные товары,2,250,0.0
