doc_id,item,category,amount,price,discount
CEECCEC6222339,Отвертка,Бытовые товары,4,150,7.5
BDEADEC7877517,Рубанок,Строительные товары,9,350,35.0
ADEAAEE5485526,Скотч,Бытовые товары,8,75,7.5
ADEAAEE5485526,Изолента,Бытовые товары,6,45,4.5
ADEAAEE5485526,Молоток,Строительные товары,3,250,12.5
ADEAAEE5485526,Изолента,Бытовые товары,2,45,0.0
ADEAAEE5485526,Шпатель,Строительные товары,6,150,15.0
ADEAAEE5485526,Рубанок,Строительные товары,5,350,35.0
ABAADBB9788086,Изолента,Бытовые товары,8,45,4.5
ABAADBB9788086,Молоток,Строительные товары,4,250,12.5
ABAADBB9788086,Рубанок,Строительные товары,1,350,0.0
ABAADBB9788086,Молоток,Строительные товары,8,250,25.0
ABAADBB9788086,Шпатель,Строительные товары,6,150,15.0
ABAADBB9788086,Изолента,Бытовые товары,6,45,4.5
ABAADBB9788086,Пена,Бытовая химия,6,225,22.5
DCEADAA4281398,Изолента,Бытовые товары,1,45,0.0
DCEADAA4281398,Пена,Бытовая химия,6,225,22.5
DCEADAA4281398,Клей,Бытовая химия,5,50,5.0
DCEADAA4281398,Клей,Бытовая химия,3,50,2.5
DCEADAA4281398,Шпатель,Строительные товары,4,150,7.5
DCEADAA4281398,Пена,Бытовая химия,5,225,22.5
EDCAEBA7449951,Рубанок,Строительные товары,5,350,35.0
EDCAEBA7449951,Клей,Бытовая химия,4,50,2.5
EDCAEBA7449951,Скотч,Бытовые товары,6,75,7.5
EDCAEBA7449951,Скотч,Бытовые товары,1,75,0.0
EDCAEBA7449951,Изолента,Бытовые товары,4,45,2.25
EDCAEBA7449951,Рубанок,Строительные товары,3,350,17.5
EDCAEBA7449951,Пена,Бытовая химия,7,225,22.5
EDCAEBA7449951,Клей,Бытовая химия,6,50,5.0
DEBBDBE2284976,Отвертка,Бытовые товары,7,150,15.0
DEBBDBE2284976,Отвертка,Бытовые товары,7,150,15.0
DEBBDBE2284976,Скотч,Бытовые товары,8,75,7.5
DEBBDBE2284976,Шпатель,Строительные товары,6,150,15.0
DEBBDBE2284976,Рубанок,Строительные товары,9,350,35.0
DEBBDBE2284976,Отвертка,Бытовые товары,3,150,7.5
DEBBDBE2284976,Рубанок,Строительные товары,2,350,0.0
DEBBDBE2284976,Молоток,Строительные товары,8,250,25.0
DEAAECA3729052,Молоток,Строительные товары,4,250,12.5
DEAAECA3729052,Скотч,Бытовые товары,5,75,7.5
DEAAECA3729052,Молоток,Строительные товары,7,250,25.0
DEAAECA3729052,Молоток,Строительные товары,8,250,25.0
DEAAECA3729052,Изолента,Бытовые товары,5,45,4.5
DEAAECA3729052,Скотч,Бытовые товары,8,75,7.5
BCCEDCA9288811,Клей,Бытовая химия,5,50,5.0
DDBDEBC9775809,Отвертка,Бытовые товары,4,150,7.5
ABAAEAD8069761,Молоток,Строительные товары,5,250,25.0
ABAAEAD8069761,Рубанок,Строительные товары,6,350,35.0
ABAAEAD8069761,Рубанок,Строительные товары,9,350,35.0
ABAAEAD8069761,Изолента,Бытовые товары,3,45,2.25
ABAAEAD8069761,Скотч,Бытовые товары,8,75,7.5
BBCCECD1131395,Молоток,Строительные товары,4,250,12.5
BBCCECD1131395,Рубанок,Строительные товары,4,350,17.5
BBCCECD1131395,Шпатель,Строительные товары,8,150,15.0
BBCCECD1131395,Изолента,Бытовые товары,8,45,4.5
BBCCECD1131395,Пена,Бытовая химия,1,225,0.0
