doc_id,item,category,amount,price,discount
AABCBAD3784856,Молоток,Строительные товары,2,250,0.0
AABCBAD3784856,Шпатель,Строительные товары,4,150,7.5
AABCBAD3784856,Отвертка,Бытовые товары,4,150,7.5
AABCBAD3784856,Молоток,Строительные товары,9,250,25.0
AABCBAD3784856,Изолента,Бытовые товары,5,45,4.5
CCCEDBB7521481,Шпатель,Строительные товары,6,150,15.0
CCCEDBB7521481,Шпатель,Строительные товары,6,150,15.0
CCCEDBB7521481,Отвертка,Бытовые товары,6,150,15.0
ACDEDDB7440767,Пена,Бытовая химия,8,225,22.5
ACDEDDB7440767,Отвертка,Бытовые товары,1,150,0.0
ACCEBAB6819550,Изолента,Бытовые товары,4,45,2.25
DCADDCD7559802,Шпатель,Строительные товары,3,150,7.5
ADACDBE5831921,Молоток,Строительные товары,5,250,25.0
ECDDBEB4201561,Изолента,Бытовые товары,3,45,2.25
EEDACAB7400447,Пена,Бытовая химия,2,225,0.0
EEDACAB7400447,Клей,Бытовая химия,2,50,0.0
EEDACAB7400447,Изолента,Бытовые товары,6,45,4.5
EEDACAB7400447,Шпатель,Строительные товары,1,150,0.0
EEDACAB7400447,Молоток,Строительные товары,5,250,25.0
EDCDEBA9777338,Пена,Бытовая химия,4,225,11.25
EDCDEBA9777338,Молоток,Строительные товары,8,250,25.0
EDCDEBA9777338,Клей,Бытовая химия,9,50,5.0
EDCDEBA9777338,Рубанок,Строительные товары,7,350,35.0
EDCDEBA9777338,Молоток,Строительные товары,1,250,0.0
EDCDEBA9777338,Рубанок,Строительные товары,4,350,17.5
EDCDEBA9777338,Скотч,Бытовые товары,5,75,7.5
BCCCBCA1200451,Скотч,Бытовые товары,7,75,7.5
BCCCBCA1200451,Молоток,Строительные товары,1,250,0.0
BCCCBCA1200451,Рубанок,Строительные товары,2,350,0.0
BCCCBCA1200451,Клей,Бытовая химия,3,50,2.5
BCCCBCA1200451,Молоток,Строительные товары,7,250,25.0
BCCCBCA1200451,Шпатель,Строительные товары,7,150,15.0
BCCCBCA1200451,Пена,Бытовая химия,5,225,22.5
BCCCBCA1200451,Изолента,Бытовые товары,6,45,4.5
EECEDCE0498415,Клей,Бытовая химия,2,50,0.0
EECEDCE0498415,Изолента,Бытовые товары,1,45,0.0
EECEDCE0498415,Молоток,Строительные товары,4,250,12.5
EECEDCE0498415,Шпатель,Строительные товары,8,150,15.0
EECEDCE0498415,Клей,Бытовая химия,3,50,2.5
EECEDCE0498415,Шпатель,Строительные товары,9,150,15.0
BDCACCC4656244,Клей,Бытовая химия,3,50,2.5
BDCACCC4656244,Изолента,Бытовые товары,8,45,4.5
BDCACCC4656244,Изолента,Бытовые товары,6,45,4.5
BDCACCC4656244,Шпатель,Строительные товары,8,150,15.0
BDCACCC4656244,Пена,Бытовая химия,3,225,11.25
BDCACCC4656244,Клей,Бытовая химия,2,50,0.0
BDCACCC4656244,Клей,Бытовая химия,6,50,5.0
BDCACCC4656244,Скотч,Бытовые товары,6,75,7.5
AADDCCC2907140,Пена,Бытовая химия,1,225,0.0
